ID,Frequency,Dutch,Eng
2205,7209,julia,Julia
2206,7209,heks,witch
2207,7208,daarbij,thereby
2208,7206,waarschuwen,warn
2209,7205,julie,julie
2210,7198,victor,Victor
2211,7192,jenny,Jenny
2212,7190,melden,report
2213,7189,elizabeth,elizabeth
2214,7186,oceaan,ocean
2215,7183,gas,gas
2216,7183,goden,gods
2217,7181,mogelijke,Possible
2218,7179,voorlopig,provisional
2219,7178,verslagen,report
2220,7165,gepland,planned
2221,7161,verdacht,suspicious
2222,7160,opgepakt,arrested
2223,7144,susan,Susan
2224,7143,privé,privately
2225,7138,voren,front
2226,7138,stan,stan
2227,7137,knappe,handsome
2228,7137,koffer,Suitcase
2229,7135,zonde,sin
2230,7131,naakt,naked
2231,7128,neen,no
2232,7111,plegen,commit
2233,7110,excuus,excuse
2234,7105,verrast,surprised
2235,7104,dienen,serve
2236,7099,graden,degree
2237,7097,ongelofelijk,incredible
2238,7088,haten,hate
2239,7086,ervandoor,off
2240,7082,opgewonden,wound up
2241,7080,sterf,death
2242,7076,dubbele,double
2243,7076,tim,timer
2244,7075,boerderij,farm
2245,7073,rijke,rich
2246,7068,morgan,Morgan
2247,7068,bord,plate
2248,7067,honderden,hundreds
2249,7067,klootzakken,biscuits
2250,7063,herstellen,to recover
2251,7062,schrijft,writes
2252,7061,wc,WC
2253,7057,ernaar,asleep
2254,7054,lord,Lord
2255,7048,besloot,decided
2256,7048,behandeling,therapy
2257,7047,morgenochtend,tomorrow morning
2258,7047,doc,doc
2259,7047,orders,orders
2260,7040,tong,tongue
2261,7035,hitler,Hitler
2262,7034,vanmiddag,this afternoon
2263,7033,redt,rescue
2264,7029,ruil,exchange
2265,7024,nathan,Nathan
2266,7019,verklaren,explain
2267,6997,lieg,lie
2268,6990,kim,Kim
2269,6986,sync,sync
2270,6985,leert,learn
2271,6984,tegelijk,at the same time
2272,6976,marine,navy
2273,6964,champagne,Champagne
2274,6962,liefste,Dear
2275,6956,genade,grace
2276,6956,chauffeur,driver
2277,6955,wensen,to wish
2278,6945,verdien,earn
2279,6944,qoq,qoq
2280,6941,godverdomme,Goddamnit
2281,6931,eenzaam,lonely
2282,6923,wegens,due to
2283,6921,voorstel,proposal
2284,6920,gouverneur,governor
2285,6915,graven,to dig
2286,6914,terrein,terrain
2287,6908,ontmoeting,encounter
2288,6894,telt,counts
2289,6892,handel,trade
2290,6890,zwijgen,silence
2291,6890,ademen,to breathe
2292,6886,koos,chose
2293,6883,um,um
2294,6883,horloge,watch
2295,6878,staten,states
2296,6874,ronde,round
2297,6864,daarover,about that
2298,6864,verloofde,fiancee
2299,6861,pot,pot
2300,6854,donkere,dark
2301,6851,afspraakje,appointment
2302,6851,pensioen,pension
2303,6840,vrolijk,Merry
2304,6839,poort,gate
2305,6837,hoefde,needed
2306,6837,gunst,favor
2307,6835,artikel,article
2308,6834,overval,anywhere
2309,6830,belangrijker,more important
2310,6828,netjes,decently
2311,6826,knieën,knees
2312,6822,slimme,smart
2313,6820,aanraken,to touch
2314,6818,reputatie,reputation
2315,6815,ontdekte,discovered
2316,6815,ruik,smell
2317,6814,brood,bread
2318,6813,russische,Russian
2319,6810,vogels,birds
2320,6808,partij,side
2321,6792,verstoppen,to hide
2322,6788,komst,arrival
2323,6787,verdieping,floor
2324,6779,dief,thief
2325,6777,voorbeeld,example
2326,6773,geur,odor
2327,6773,dichter,poet
2328,6771,vliegveld,airport
2329,6767,markt,market
2330,6765,burgers,citizens
2331,6762,centrum,Centre
2332,6759,volgde,follow the
2333,6752,ontzettend,incredibly
2334,6752,beer,bear
2335,6743,alibi,alibi
2336,6737,terugkomt,return
2337,6731,brieven,letters
2338,6727,minstens,at least
2339,6725,whisky,whiskey
2340,6722,onschuldige,innocent
2341,6719,stenen,stones
2342,6719,universum,universe
2343,6716,gezondheid,health
2344,6710,daarheen,here
2345,6695,wijze,manner
2346,6690,britse,British
2347,6686,b,b
2348,6682,komende,coming
2349,6681,kerstmis,Christmas
2350,6671,haven,port
2351,6670,huur,rent
2352,6667,plicht,duty
2353,6661,assistent,assistant
2354,6657,omgaan,To hang out
2355,6634,ross,ross
2356,6634,fan,fan
2357,6628,materiaal,material
2358,6625,laura,Laura
2359,6621,hartelijk,heartfelt
2360,6613,doug,doug
2361,6601,charlotte,Charlotte
2362,6600,online,Online
2363,6593,onszelf,ourselves
2364,6591,stelde,stilt
2365,6591,shirt,shirts
2366,6590,sally,Sally
2367,6590,bevelen,command
2368,6589,vergat,forgot
2369,6580,priester,priest
2370,6579,meent,belong
2371,6577,zelfde,same
2372,6577,dossiers,files
2373,6572,proost,cheers
2374,6570,kloppen,to knock
2375,6563,gekend,known
2376,6561,vierde,fourth
2377,6559,kaas,cheese
2378,6558,opzoeken,to look up
2379,6553,schrikken,to startle
2380,6547,amanda,amanda
2381,6547,gepleegd,committed
2382,6540,daarin,in there
2383,6537,optreden,performance
2384,6536,April,April
2385,6532,veilige,secure
2386,6532,marcus,marcus
2387,6530,beroep,profession
2388,6529,black,black
2389,6523,motief,motive
2390,6519,molly,molly
2391,6516,betaalde,paid
2392,6515,lucas,Lucas
2393,6514,verderop,beyond
2394,6513,jacht,hunt
2395,6511,scheiden,divorce
2396,6511,jeugd,youth
2397,6510,lokale,local
2398,6501,engel,angel
2399,6489,kerstman,Santa Claus
2400,6484,doei,bye
2401,6483,toestand,status
2402,6481,technologie,technology
2403,6477,gebaseerd,well-based
2404,6477,lichten,lights
2405,6474,mars,Mars
2406,6473,bovendien,Moreover
2407,6472,cijfers,Numbers
2408,6468,bewaren,save
2409,6467,belofte,promise
2410,6464,vertaald,translated
2411,6461,teleurgesteld,disappointed
2412,6458,vriendschap,friendship
2413,6453,medelijden,pity
2414,6451,fred,fred
2415,6450,chloe,chloe
2416,6440,ramp,disaster
2417,6436,vegas,vegas
2418,6427,ren,run
2419,6425,verzet,resists
2420,6423,richten,to target
2421,6423,steunen,supports
2422,6421,wolf,Wolf
2423,6418,advocaten,lawyers
2424,6414,dwars,thwarted
2425,6404,oefenen,to practice
2426,6403,bezwaar,objection
2427,6398,bevestigen,confirm
2428,6394,wijzen,point
2429,6388,china,China
2430,6381,nachtmerrie,nightmare
2431,6376,jackie,Jackie
2432,6370,groen,green
2433,6360,minst,least
2434,6358,eindigt,ends
2435,6356,verkoopt,sells
2436,6356,zwembad,swimming pool
2437,6355,verdriet,sadness
2438,6353,winter,winter
2439,6348,afgesloten,locked
2440,6346,geheel,whole
2441,6345,min,minus
2442,6340,verwijderd,deleted
2443,6340,donder,Thunder
2444,6331,mobiel,mobile
2445,6329,monsters,monsters
2446,6327,okee,okay
2447,6326,interesseert,interests
2448,6322,leden,members
2449,6318,gooide,threw
2450,6315,muren,wall
2451,6308,koers,course
2452,6306,nat,wet
2453,6305,bekende,known person
2454,6293,waarheen,where to
2455,6292,hierin,in here
2456,6289,uniform,uniform
2457,6284,voorbereid,prepared
2458,6283,wild,wild
2459,6273,regen,rain
2460,6253,drinkt,drink
2461,6237,studenten,students
2462,6236,bepalen,determine
2463,6222,briefje,note
2464,6216,fuck,fuck
2465,6211,berichten,messages
2466,6205,gok,gamble
2467,6203,voldoende,Enough
2468,6201,samenwerken,to collaborate
2469,6195,lekkere,tasty
2470,6193,ruiken,to smell
2471,6193,klok,clock
2472,6188,duitsland,Germany
2473,6187,gemeenschap,community
2474,6185,redelijk,reasonable
2475,6184,wezens,beings
2476,6184,echter,However
2477,6171,getekend,signed
2478,6165,overwinning,victory
2479,6156,rebecca,rebecca
2480,6156,klonk,sounded
2481,6156,onderwerp,topic
2482,6155,verklaart,explain
2483,6155,olie,oil
2484,6149,bewust,conscious
2485,6148,bemanning,crew
2486,6142,tellen,to count
2487,6141,degenen,the ones
2488,6138,overkomt,overthrow
2489,6137,vertrouwt,trust
2490,6137,hang,hide
2491,6133,tyler,tyler
2492,6131,schoten,shot
2493,6127,seconde,second
2494,6125,geldt,applies
2495,6119,delict,crime
2496,6118,gibbs,gibbs
2497,6114,groeten,regards
2498,6114,maag,stomach
2499,6112,beantwoorden,reply
2500,6110,allerlei,all kinds of
2501,6109,wandelen,to walk
2502,6104,howard,Howard
2503,6098,waarschuwing,warning
2504,6086,gewaarschuwd,warned
2505,6082,begreep,understood
2506,6081,johnson,Johnson
2507,6079,kist,chest
2508,6075,barry,barry
2509,6064,middelbare,middle-aged
2510,6064,jay,jay
2511,6058,michelle,Michelle
2512,6057,training,training
2513,6052,texas,Texas
2514,6052,pik,cock
2515,6051,race,race
2516,6038,geliefde,lover
2517,6023,nationale,national
2518,6018,gedeelte,part
2519,6009,wassen,Wash
2520,6009,verwachtte,expected
2521,6007,scheelt,saving
2522,6005,ophangen,hang up
2523,6003,douche,shower
2524,6001,greg,greg
2525,5998,reageren,respond
2526,5995,zwijg,be silent
2527,5988,alcohol,alcohol
2528,5984,stoor,stew
2529,5983,verdiende,deserved
2530,5970,gave,gift
2531,5970,sprong,jump
2532,5963,bewakers,guards
2533,5958,aangenomen,accepted
2534,5957,model,fashion model
2535,5956,data,dates
2536,5954,oor,ear
2537,5954,hi,Hi
2538,5939,jeetje,Oh dear
2539,5939,spelletjes,games
2540,5938,noch,nor
2541,5937,wedden,bet
2542,5933,meedoen,participate
2543,5921,winst,gain
2544,5920,gereed,ready
2545,5915,middag,afternoon
2546,5915,lijf,body
2547,5907,oliver,oliver
2548,5901,donna,donna
2549,5899,onthouden,to remember
2550,5886,daarop,thereafter
2551,5884,identiteit,identity
2552,5880,crimineel,criminal
2553,5879,openbaar,public
2554,5874,verpesten,to bully
2555,5869,moordenaars,murderers
2556,5867,bewaker,guardian
2557,5866,andrew,Andrew
2558,5863,beloofde,promised
2559,5860,gods,God of God
2560,5860,zowel,both
2561,5856,media,media
2562,5855,angela,angela
2563,5850,letten,watch
2564,5849,breekt,break
2565,5849,sprake,talk
2566,5847,kansen,opportunities
2567,5846,explosie,explosion
2568,5846,indrukwekkend,impressive
2569,5844,plotseling,all of a sudden
2570,5844,schutter,shooter
2571,5841,hekel,hate
2572,5839,fort,fort
2573,5837,ingewikkeld,complicated
2574,5837,lied,song
2575,5833,vriendinnen,girlfriends
2576,5830,besef,realize
2577,5826,spiegel,mirror
2578,5823,gevochten,fought
2579,5819,lege,empty
2580,5817,onlangs,recently
2581,5815,stand,position
2582,5809,woestijn,desert
2583,5806,gedwongen,forced
2584,5805,russen,russians
2585,5805,jamie,jamie
2586,5799,idioten,idiots
2587,5799,gezellig,cozy
2588,5795,lunchen,having lunch
2589,5794,hielden,kept
2590,5793,cooper,cooper
2591,5790,seizoen,season
2592,5788,resultaten,Results
2593,5786,pagina,page
2594,5780,frans,French
2595,5780,vlieg,fly
2596,5779,bril,glasses
2597,5776,spannend,exciting
2598,5774,doodt,kill
2599,5774,mensheid,humanity
2600,5773,botten,bone
2601,5771,busje,van
2602,5771,herinnering,memory
2603,5767,olivia,Olivia
2604,5763,kaartje,card
2605,5760,pop,doll
2606,5759,verschuldigd,owed
2607,5755,gesteld,steady
2608,5750,hee,hee
2609,5750,tweeën,half
2610,5749,zielig,pathetic
2611,5746,my,my
2612,5746,terry,terry
2613,5745,parker,parker
2614,5737,hal,hall
2615,5730,letterlijk,literal
2616,5730,banden,tyres
2617,5729,route,route
2618,5723,vliegt,flourish
2619,5722,walgelijk,disgusting
2620,5718,gegooid,thrown
2621,5714,smerig,nasty
2622,5713,verwijderen,remove
2623,5708,uitzien,look
2624,5708,beweegt,moves
2625,5707,hierover,about this
2626,5706,mannetje,male
2627,5705,genie,genius
2628,5702,burger,civilian
2629,5699,bedreiging,threat
2630,5690,lef,gap
2631,5689,wilson,wilson
2632,5686,vlakbij,near
2633,5686,gevolgen,effects
2634,5683,gedag,tag
2635,5683,ontslaan,fire
2636,5682,nummers,numbers
2637,5680,verzamelen,collect
2638,5678,jongeman,young man
2639,5677,huiswerk,Homework
2640,5675,house,house
2641,5668,koude,cold
2642,5667,verontschuldigen,to apologize
2643,5666,gevaarlijke,dangerous
2644,5666,lelijk,ugly
2645,5659,verbaasd,suprised
2646,5643,vuil,filthy
2647,5642,ondertussen,meanwhile
2648,5640,gelukkige,lucky
2649,5639,leest,is reading
2650,5635,at,atte
2651,5628,cole,cole
2652,5625,verplaatsen,move
2653,5624,starten,start
2654,5624,gerechtigheid,justice
2655,5624,onderdeel,part
2656,5622,wijst,point
2657,5618,rick,rick
2658,5616,ls,ls
2659,5611,afrika,Africa
2660,5606,scheiding,parting
2661,5604,lewis,Lewis
2662,5603,linda,Linda
2663,5603,nate,nate
2664,5602,welnee,no
2665,5598,partners,partners
2666,5597,hoogste,highest
2667,5596,snijden,to cut
2668,5595,soorten,types
2669,5595,touw,rope
2670,5592,zijde,silk
2671,5590,ellende,trouble
2672,5589,harvey,harvey
2673,5587,nep,fake
2674,5578,joden,Jews
2675,5576,klagen,complain
2676,5572,zacht,soft
2677,5569,aap,monkey
2678,5569,won,won
2679,5568,dringend,urgently
2680,5568,teruggaan,going back
2681,5566,eisen,to demand
2682,5561,veroordeeld,convicted
2683,5560,neerschieten,shoot down
2684,5560,vloek,curse
2685,5554,stijl,style
2686,5550,smeek,smoke
2687,5549,rand,edge
2688,5547,verrader,traitor
2689,5547,tel,count
2690,5546,romantisch,romantic
2691,5542,zorgde,took care
2692,5542,gordon,Gordon
2693,5541,stelletje,couple
2694,5541,hersens,brain
2695,5540,verdwijnt,disappears
2696,5538,middelen,resources
2697,5535,roept,call
2698,5535,bruce,Bruce
2699,5534,leveren,to deliver
2700,5534,dekking,coverage
2701,5532,onthoud,Remember
2702,5530,hof,court
2703,5528,toby,Toby
2704,5528,politieke,political
2705,5527,cheque,check
2706,5522,schaduw,shadow
2707,5520,kasteel,Castle
2708,5516,lagen,lay down
2709,5511,dertig,thirty
2710,5509,branden,to burn
2711,5509,leidde,led
2712,5507,resultaat,result
2713,5503,catherine,catherine
2714,5500,aangekomen,arrowed
2715,5498,constant,constant
2716,5495,hannah,Hannah
2717,5494,waarbij,at which
2718,5491,wanhopig,in despair
2719,5491,verkracht,rapture
2720,5490,jessica,jessica
2721,5483,winnaar,winner
2722,5480,waardeloos,worthless
2723,5478,merken,brands
2724,5475,californië,California
2725,5475,brown,Brown
2726,5474,doctor,doctor
2727,5474,ongerust,worried
2728,5468,snelle,fast
2729,5467,slet,slut
2730,5463,fiets,bike
2731,5462,vocht,moisture
2732,5461,opruimen,to clean up
2733,5460,chief,chief
2734,5453,ethan,ethan
2735,5450,daaraan,that
2736,5444,gsm,GSM
2737,5437,gewild,wanted
2738,5435,overeenkomst,agreement
2739,5433,spring,jump
2740,5433,schilderij,painting
2741,5432,middernacht,midnight
2742,5430,brein,brain
2743,5429,richt,aim
2744,5428,onbekende,unknown
2745,5427,vervolgens,thereafter
2746,5426,iemands,someone's
2747,5425,fabriek,factory
2748,5423,geschikt,suitable
2749,5422,ontspannen,relaxed
2750,5421,anne,anne
2751,5419,win,win
2752,5417,broertje,baby brother
2753,5411,gelopen,run
2754,5407,davis,davis
2755,5406,apparaat,device
2756,5404,storen,to disturb
2757,5402,handelen,to trade
2758,5400,dwingen,force
2759,5400,optie,option
2760,5398,slang,snake
2761,5397,amen,Amen
2762,5396,student,student
2763,5392,hoorden,heard
2764,5389,opdagen,show up
2765,5387,volkomen,completely
2766,5386,makker,mug
2767,5385,katie,king
2768,5381,duisternis,darkness
2769,5374,briljant,brilliant
2770,5371,schouder,shoulder
2771,5368,miller,Miller
2772,5365,godzijdank,thank God
2773,5363,lacht,laugh
2774,5361,dwaas,foolish
2775,5360,wachtte,waiting
2776,5358,mac,mac
2777,5356,verdrietig,sad
2778,5356,bereik,range
2779,5354,gozer,guy
2780,5352,gezorgd,enslaved
2781,5352,spion,spy
2782,5351,roy,roy
2783,5349,wond,wound
2784,5346,campagne,campaign
2785,5345,boston,Boston
2786,5345,mogelijkheden,opportunities
2787,5336,dinsdag,Tuesday
2788,5334,lever,liver
2789,5331,avonds,in the evening
2790,5331,weggegaan,gone away
2791,5330,verbinding,link
2792,5328,dek,deck
2793,5327,meegaan,last
2794,5325,nieuwsgierig,curious
2795,5321,helder,bright
2796,5315,omlaag,down
2797,5313,borsten,breasts
2798,5310,oosten,East
2799,5306,namelijk,namely
2800,5302,schande,shame
2801,5299,ondertiteling,subtitle
2802,5291,overeen,consistent
2803,5290,kanten,sides
2804,5285,warme,warm
2805,5285,gewicht,weight
2806,5284,bedrijven,businesses
2807,5283,derek,the stretch
2808,5282,stront,shit
2809,5274,vet,Fat
2810,5270,geschenk,gift
2811,5268,negeren,ignore
2812,5268,goeds,good
2813,5263,justitie,justice
2814,5262,sneeuw,snow
2815,5259,aanklager,prosecutor
2816,5253,zand,sand
2817,5249,sport,sport
2818,5248,besefte,achieved
2819,5246,versie,version
2820,5240,minste,least
2821,5235,hartaanval,heart attack
2822,5234,bo,bo
2823,5229,c,c
2824,5224,as,ash
2825,5217,illegaal,illegal
2826,5213,vertrouwde,trusted
2827,5212,voort,continue
2828,5210,varken,pig
2829,5208,prettig,pleasant
2830,5207,jacob,Jacob
2831,5206,moge,maybe
2832,5200,donderdag,Thursday
2833,5196,straten,streets
2834,5193,hout,wood
2835,5193,bovenop,on top of
2836,5192,etentje,dinner
2837,5191,sindsdien,since
2838,5179,vaste,fixed
2839,5177,moeilijker,more difficult
2840,5177,merk,Brand
2841,5170,verdachten,suspects
2842,5165,durft,daring
2843,5165,opgegeven,gave up
2844,5163,weggaat,leave
2845,5162,truc,trick
2846,5162,frankie,Frankie
2847,5162,el,ol
2848,5158,wegen,weigh
2849,5158,planten,plants
2850,5157,pen,pen
2851,5157,beth,beth
2852,5153,aanwezigheid,presence
2853,5143,stemming,mood
2854,5143,bravo,Bravo
2855,5143,overleefd,survived
2856,5140,gedurende,during
2857,5138,magische,magic
2858,5132,levende,live
2859,5130,therapie,therapy
2860,5129,geplaatst,placed
2861,5129,grijp,grab
2862,5128,gericht,aimed
2863,5127,voorafging,precede
2864,5126,duwen,Push
2865,5126,tip,tip
2866,5121,sociale,social
2867,5121,euh,uh
2868,5121,opeten,eat
2869,5114,daarbinnen,inside
2870,5113,beloning,reward
2871,5113,dapper,brave
2872,5112,concentreren,to concentrate
2873,5110,heleboel,a lot of
2874,5106,beschikbaar,available
2875,5103,seksuele,sexual
2876,5102,bezorgen,deliver
2877,5099,koopt,buy
2878,5099,hek,fence
2879,5099,lois,lois
2880,5094,bied,bid
2881,5093,huidige,current
2882,5092,on,on
2883,5091,achterna,afternail
2884,5090,verenigde,united
2885,5090,golf,golf
2886,5087,café,Cafe
2887,5085,suiker,sugar
2888,5083,lippen,lips
2889,5078,zuurstof,oxygen
2890,5070,gevoelig,sensitive
2891,5068,herhaal,repeat
2892,5065,hmm,hmm
2893,5063,gras,grass
2894,5062,gekwetst,hurt
2895,5060,smerige,nasty
2896,5058,filmen,to film
2897,5057,daisy,Daisy
2898,5055,tunnel,tunnel
2899,5054,rock,Rock
2900,5054,verstandig,wise
2901,5053,organisatie,organization
2902,5053,voorgoed,forever
2903,5051,families,families
2904,5046,betwijfel,doubt
2905,5045,meekomen,come along
2906,5039,geruchten,rumor
2907,5033,angeles,angeles
2908,5031,redde,saving
2909,5031,doorbrengen,Spending time
2910,5025,puur,purely
2911,5024,stak,stroke
2912,5018,diamanten,diamonds
2913,5015,lading,cargo
2914,5014,miami,Miami
2915,5013,bevestigd,confirmed
2916,5010,stinkt,smelly
2917,5007,inclusief,including
2918,5007,oudere,older
2919,5006,verraad,betrayal
2920,5001,interview,interview
2921,4995,middel,resourse
2922,4994,geboorte,birth
2923,4994,nicht,niece
2924,4993,momenten,moments
2925,4992,podium,stage
2926,4991,effect,effect
2927,4989,vijftien,fifteen
2928,4989,houding,attitude
2929,4988,veroorzaken,cause
2930,4985,verpleegster,nurse
2931,4984,lig,lie
2932,4982,bibliotheek,library
2933,4979,schrijver,writer
2934,4979,beloven,promise
2935,4978,identificeren,identify
2936,4974,hut,hut
2937,4970,goedenacht,good night
2938,4966,volgend,next
2939,4965,gecontroleerd,controlled
2940,4964,beroemd,famous
2941,4963,masker,mask
2942,4963,scherp,sharp
2943,4960,sophie,sophie
2944,4959,trainen,train
2945,4958,kamers,Rooms
2946,4956,quinn,quinn
2947,4954,kampioen,champion
2948,4952,graaf,count
2949,4952,oscar,oscar
2950,4952,oproep,call
2951,4951,carrie,carrie
2952,4949,achterin,in the back
2953,4948,beters,beters
2954,4947,veroorloven,to afford
2955,4945,helikopter,helicopter
2956,4938,zekere,surely
2957,4938,gelegd,laid
2958,4938,miljard,billion
2959,4938,vies,dirty
2960,4937,geintje,joke
2961,4936,uitgaan,going out
2962,4935,weleens,sometimes
2963,4934,bruid,bride
2964,4931,voer,feed
2965,4928,praatte,talking
2966,4920,marshall,marshall
2967,4918,aanwijzingen,Clues
2968,4916,nina,nina
2969,4916,rusland,Russia
2970,4915,eva,EVA
2971,4915,benzine,gasoline
2972,4914,wegging,discomfort
2973,4911,keizer,emperor
2974,4910,vrouwelijke,feminine
2975,4909,marie,marie
2976,4904,vince,vince
2977,4903,voeden,to feed
2978,4901,studio,studio
2979,4897,gif,gif
2980,4897,edward,Edward
2981,4891,uitnodiging,invitation
2982,4883,elena,elena
2983,4881,grant,grant
2984,4874,probeerden,tried
2985,4871,datje,that you
2986,4865,ketting,chain
2987,4863,schitterend,wonderful
2988,4863,velen,many
2989,4862,zekerheid,security
2990,4862,kliniek,clinic
2991,4859,dylan,Dylan
2992,4859,museum,museum
2993,4858,handtekening,signature
2994,4856,bevrijden,liberate
2995,4853,ramen,Windows
2996,4850,russell,Russell
2997,4850,rechtszaak,lawsuit
2998,4848,dokters,doctors
2999,4846,rijd,ride
3000,4843,kopie,copy
3001,4843,rende,ran
3002,4842,vampier,vampire
3003,4841,personen,persons
3004,4839,tieten,tits
3005,4839,expert,expert
3006,4838,jess,Jess
3007,4830,feesten,celebrate
3008,4823,white,white
3009,4822,zegen,blessing
3010,4821,travis,travis
3011,4820,rommel,clutter
3012,4819,mijl,mile
3013,4817,daarbuiten,beyond
3014,4816,opleiding,education
3015,4815,bedenk,remembrance
3016,4814,jordan,Jordan
3017,4811,carlos,carlos
3018,4807,live,live
3019,4805,beschermd,protected
3020,4804,roze,pink
3021,4804,legt,lagging
3022,4804,walker,walker
3023,4803,flauw,faint
3024,4802,gewoonlijk,usually
3025,4802,telefoontjes,phone calls
3026,4801,pech,bad luck
3027,4800,grootvader,grandfather
3028,4800,junior,junior
3029,4800,voorzitter,chair
3030,4799,miste,missing
3031,4799,owen,owen
3032,4797,bodem,soil
3033,4796,gevoeld,felt
3034,4793,repareren,to repair
3035,4788,bewusteloos,unconscious
3036,4785,bommen,bomb
3037,4785,zusje,sister
3038,4784,opname,recording
3039,4781,pols,wrist
3040,4781,herkennen,recognise
3041,4779,hartslag,heartbeat
3042,4778,hete,hot
3043,4777,behoefte,need
3044,4776,oorzaak,cause
3045,4771,kiest,choke
3046,4771,hill,hill
3047,4770,brave,brave
3048,4766,centrale,central
3049,4766,dochters,daughters
3050,4765,bewezen,proven
3051,4765,danken,thank
3052,4764,gestoken,stunned
3053,4762,rat,rat
3054,4761,koekjes,cookies
3055,4761,weglopen,walk away
3056,4759,leuker,more fun
3057,4758,medisch,medical
3058,4752,kopje,Cup
3059,4750,gelegenheid,occasion
3060,4750,zijne,his
3061,4747,grenzen,borders
3062,4745,betrapt,got caught
3063,4744,achteren,rear
3064,4744,bijeenkomst,meeting
3065,4738,uitdaging,challenge
3066,4737,onderhandelen,negotiate
3067,4735,overvallen,raids
3068,4734,wayne,Wayne
3069,4733,triest,sad
3070,4733,slagen,to succeed
3071,4725,kruis,crotch
3072,4724,technisch,technical
3073,4724,gooit,throws
3074,4722,fantastische,fantastic
3075,4721,beschermt,protect
3076,4720,beantwoord,answered
3077,4719,positief,positive
3078,4718,vieze,viezen
3079,4716,bewijst,provesting
3080,4716,brigadier,brigadier
3081,4712,ogenblik,moment
3082,4711,kalmeer,calm down
3083,4706,hoogheid,highness
3084,4706,droog,dry
3085,4705,admiraal,admiral
3086,4705,schaam,shame
3087,4700,excuseren,excuse
3088,4692,vroegen,demolish
3089,4692,kleed,dress
3090,4686,leid,lead
3091,4684,blake,blake
3092,4683,maaltijd,meal
3093,4683,gereden,ridden
3094,4679,interessante,interesting
3095,4677,chinese,Chinese
3096,4676,vuren,spit
3097,4673,gezichten,faces
3098,4673,ooh,ooh
3099,4670,fantasie,fantasy
3100,4669,aanpakken,tackle
3101,4668,namens,On behalf of
3102,4667,jeremy,Jeremy
3103,4665,afhandelen,handle
3104,4662,stress,stress
3105,4662,waarschuw,warble
3106,4656,bijbel,Bible
3107,4653,studie,study
3108,4651,kenny,kenny
3109,4649,ofwel,or
3110,4649,kaartjes,tickets
3111,4647,schema,scheme
3112,4645,gelul,bullshit
3113,4645,vers,fresh
3114,4644,biedt,offer
3115,4642,aangeraakt,touched
3116,4639,besteld,ordered
3117,4638,overnemen,taking over
3118,4638,waarderen,appreciate
3119,4633,tranen,tears
3120,4631,ontspan,relax
3121,4628,geopend,open
3122,4626,documenten,documents
3123,4626,mammie,mommy
3124,4624,groots,grand
3125,4623,eventjes,momentarily
3126,4621,boeten,beat
3127,4621,staart,tail
3128,4621,prettige,pleasant
3129,4619,ondervragen,interrogate
3130,4619,schedel,skull
3131,4618,tijdelijk,temporary
3132,4616,overleed,died
3133,4611,klinken,sound
3134,4610,demon,demon
3135,4608,morgenavond,tomorrow evening
3136,4606,vergist,mistaken
3137,4604,aanslag,scale
3138,4603,florida,Florida
3139,4602,proef,trial
3140,4602,steven,steven
3141,4601,ontstaan,originate
3142,4601,kennelijk,apparently
3143,4601,beslissingen,decisions
3144,4598,sammy,Sammy
3145,4596,vóór,in front of
3146,4595,smaakt,taste
3147,4593,soep,soup
3148,4592,nul,zero
3149,4590,green,green
3150,4588,oordeel,judgment
3151,4587,bloeddruk,blood pressure
3152,4587,wegkomt,outfit
3153,4586,hoofdpijn,headache
3154,4586,vijfde,fifth
3155,4585,brad,brad
3156,4583,penny,penny
3157,4581,hieruit,from this
3158,4577,terroristen,terrorists
3159,4574,rekeningen,accounts
3160,4572,pijnlijk,painful
3161,4572,fase,phase
3162,4572,blazen,blow
3163,4571,teef,female dog
3164,4571,jo,jo
3165,4570,bot,bone
3166,4569,ei,egg
3167,4569,mr.,MR.
3168,4569,beroemde,famous
3169,4567,chaos,chaos
3170,4565,verbaast,surprised
3171,4565,gedumpt,dumped
3172,4564,tekst,text
3173,4562,scène,scene
3174,4562,uitzicht,view
3175,4561,vooruitgang,progress
3176,4560,maagd,Virgin
3177,4556,mevr,Mrs
3178,4556,bijzondere,special
3179,4555,sex,sex
3180,4555,e-mail,e-mail
3181,4554,lafaard,coward
3182,4554,mei,May
3183,4553,dodelijk,deadly
3184,4552,ian,Ian
3185,4551,carol,Carol
3186,4546,geleid,led
3187,4545,bestellen,to order
3188,4542,plassen,to pee
3189,4539,opgegroeid,grown up
3190,4539,teddy,teddy
3191,4534,ontvoering,abduction
3192,4530,boze,angry
3193,4530,affaire,affair
3194,4525,kreng,kernel
3195,4524,verzinnen,invent
3196,4524,sigaret,cigarette
3197,4520,vat,barrel
3198,4515,diane,Diane
3199,4514,dennis,Dennis
3200,4512,verspreiden,to spread
3201,4508,vullen,to fill
3202,4505,vermogen,ability
3203,4505,realiteit,reality
3204,4505,doodgaan,die
3205,4501,diegene,thaty
3206,4499,betekend,mean
3207,4498,pakje,package
3208,4494,buitenlandse,foreign
3209,4493,telkens,every time
3210,4492,slechter,worse
3211,4486,verander,change
3212,4480,promotie,promotion
3213,4477,margaret,margaret
3214,4474,overstuur,oversteer
3215,4472,one,one
3216,4471,dominee,pastor
3217,4470,keuzes,choices
3218,4468,bekennen,confess
3219,4467,levert,supplies
